gw,team,opp,off,on,min,date
2,Villarreal,Juventus,G. Mikautadze,I. Akhomach,76,2025-10-01
2,Villarreal,Juventus,A. Pedraza,S. Cardona,76,2025-10-01
2,Villarreal,Juventus,D. Parejo,T. Oluwaseyi,64,2025-10-01
2,Villarreal,Juventus,T. Buchanan,A. Moleiro,64,2025-10-01
2,Juventus,Villarreal,T. Koopmeiners,F. Conceição,46,2025-10-01
2,Juventus,Villarreal,J. Cabal,J. Mário,16,2025-10-01
3,FC Barcelona,Olympiacos FC,Pedri,M. Bernal,80,2025-10-21
3,Olympiacos FC,FC Barcelona,A. E. Kaabi,M. Taremi,78,2025-10-21
3,Olympiacos FC,FC Barcelona,D. Podence,R. Yaremchuk,78,2025-10-21
3,FC Barcelona,Olympiacos FC,L. Yamal,R. Bardghji,75,2025-10-21
3,FC Barcelona,Olympiacos FC,A. Balde,G. Martín,75,2025-10-21
3,FC Barcelona,Olympiacos FC,J. Koundé,R. Araújo,75,2025-10-21
3,FC Barcelona,Olympiacos FC,D. Fernández,F. de Jong,59,2025-10-21
3,Olympiacos FC,FC Barcelona,F. Ortega,B. Onyemaechi,53,2025-10-21
3,Olympiacos FC,FC Barcelona,G. Martins,C. Mouzakitis,46,2025-10-21
3,Olympiacos FC,FC Barcelona,Chiquinho,D. Nascimento,31,2025-10-21
3,Kairat Almaty,Pafos FC,O. Arad,Ricardinho,90,2025-10-21
3,Pafos FC,Kairat Almaty,Bruno,B. Langa,90,2025-10-21
3,Kairat Almaty,Pafos FC,V. Gromyko,D. Kasabulat,89,2025-10-21
3,Pafos FC,Kairat Almaty,M. Orsic,K. Sema,79,2025-10-21
3,Pafos FC,Kairat Almaty,Pêpê,L. Dimata,79,2025-10-21
3,Pafos FC,Kairat Almaty,D. Quina,M. Bassouamina,66,2025-10-21
3,Pafos FC,Kairat Almaty,K. Pileas,D. Goldar,66,2025-10-21
3,Kairat Almaty,Pafos FC,D. Glazer,G. Zaria,61,2025-10-21
3,Kairat Almaty,Pafos FC,E. Tapalov,A. Tuyakbayev,46,2025-10-21
3,Arsenal,Atlético Madrid,J. Timber,B. White,83,2025-10-21
3,Arsenal,Atlético Madrid,V. Gyökeres,M. Merino,83,2025-10-21
3,Arsenal,Atlético Madrid,M. Zubimendi,C. Nørgaard,73,2025-10-21
3,Arsenal,Atlético Madrid,E. Eze,E. Nwaneri,73,2025-10-21
3,Arsenal,Atlético Madrid,Gabriel,C. Mosquera,72,2025-10-21
3,Atlético Madrid,Arsenal,G. Simeone,A. Griezmann,72,2025-10-21
3,Atlético Madrid,Arsenal,A. Sørloth,T. Almada,72,2025-10-21
3,Atlético Madrid,Arsenal,N. González,M. Ruggeri,63,2025-10-21
3,Atlético Madrid,Arsenal,J. M. Giménez,A. Baena,63,2025-10-21
3,Atlético Madrid,Arsenal,Koke,C. Gallagher,63,2025-10-21
3,Bayer 04 Leverkusen,Paris Saint-Germain,E. Fernández,J. Mensah,81,2025-10-21
3,Paris Saint-Germain,Bayer 04 Leverkusen,W. Zaïre-Emery,Q. Ndjantou,76,2025-10-21
3,Paris Saint-Germain,Bayer 04 Leverkusen,B. Barcola,I. Mbaye,72,2025-10-21
3,Bayer 04 Leverkusen,Paris Saint-Germain,E. Poku,E. Ben Seghir,64,2025-10-21
3,Paris Saint-Germain,Bayer 04 Leverkusen,S. Mayulu,K. Lee,63,2025-10-21
3,Paris Saint-Germain,Bayer 04 Leverkusen,K. Kvaratskhelia,O. Dembélé,63,2025-10-21
3,Bayer 04 Leverkusen,Paris Saint-Germain,C. Kofane,J. Belocian,52,2025-10-21
3,Paris Saint-Germain,Bayer 04 Leverkusen,D. Doué,L. Hernández,46,2025-10-21
3,Bayer 04 Leverkusen,Paris Saint-Germain,C. Echeverri,I. Maza,46,2025-10-21
3,Borussia Dortmund,FC København,R. Bensebaini,A. Anselmino,85,2025-10-21
3,FC København,Borussia Dortmund,E. Achouri,M. E. Madsen,81,2025-10-21
3,FC København,Borussia Dortmund,W. Clem,Y. Zague,81,2025-10-21
3,Borussia Dortmund,FC København,F. Nmecha,M. Sabitzer,77,2025-10-21
3,FC København,Borussia Dortmund,P. Hatzidiakos,M. Garananga,75,2025-10-21
3,FC København,Borussia Dortmund,J. Larsson,V. B. Dadason,75,2025-10-21
3,FC København,Borussia Dortmund,B. Meling,M. López,63,2025-10-21
3,Borussia Dortmund,FC København,Y. Couto,J. Ryerson,63,2025-10-21
3,Borussia Dortmund,FC København,M. Beier,F. Silva,63,2025-10-21
3,Borussia Dortmund,FC København,J. Brandt,C. Chukwuemeka,62,2025-10-21
3,Newcastle United,Benfica,B. Guimarães,J. Willock,90,2025-10-21
3,Newcastle United,Benfica,N. Woltemade,W. Osula,85,2025-10-21
3,Newcastle United,Benfica,A. Gordon,A. Elanga,85,2025-10-21
3,Benfica,Newcastle United,A. Dedić,F. Ivanović,63,2025-10-21
3,Newcastle United,Benfica,J. Ramsey,Joelinton,63,2025-10-21
3,Newcastle United,Benfica,J. Murphy,H. Barnes,63,2025-10-21
3,PSV Eindhoven,Napoli,I. Saibari,P. Wanner,88,2025-10-21
3,Napoli,PSV Eindhoven,K. De Bruyne,E. Elmas,84,2025-10-21
3,PSV Eindhoven,Napoli,G. Til,R. Pepi,84,2025-10-21
3,PSV Eindhoven,Napoli,A. Salah-Eddine,S. Dest,84,2025-10-21
3,PSV Eindhoven,Napoli,I. Perisic,C. Driouech,84,2025-10-21
3,Napoli,PSV Eindhoven,M. Politano,D. Neres,73,2025-10-21
3,Napoli,PSV Eindhoven,B. Gilmour,N. Lang,58,2025-10-21
3,Napoli,PSV Eindhoven,S. Beukema,J. Jesus,57,2025-10-21
3,Napoli,PSV Eindhoven,L. Spinazzola,M. Gutiérrez,57,2025-10-21
3,PSV Eindhoven,Napoli,Y. Gasiorowski,A. Obispo,46,2025-10-21
3,Royale Union Saint-Gilloise,Inter,A. Zorgane,R. Schoofs,84,2025-10-21
3,Inter,Royale Union Saint-Gilloise,D. Dumfries,L. Henrique,77,2025-10-21
3,Royale Union Saint-Gilloise,Inter,O. Niang,L. Patris,75,2025-10-21
3,Royale Union Saint-Gilloise,Inter,A. A. E. Hadj,R. Florucz,61,2025-10-21
3,Royale Union Saint-Gilloise,Inter,P. David,K. Rodríguez,61,2025-10-21
3,Royale Union Saint-Gilloise,Inter,M. Rasmussen,M. Giger,61,2025-10-21
3,Inter,Royale Union Saint-Gilloise,H. Calhanoglu,P. Sučić,59,2025-10-21
3,Inter,Royale Union Saint-Gilloise,A. Bastoni,F. Dimarco,59,2025-10-21
3,Inter,Royale Union Saint-Gilloise,L. Martínez,A. Bonny,59,2025-10-21
3,Inter,Royale Union Saint-Gilloise,S. de Vrij,M. Akanji,46,2025-10-21
3,Manchester City,Villarreal,E. Haaland,R. Cherki,86,2025-10-21
3,Manchester City,Villarreal,Savinho,O. Marmoush,86,2025-10-21
3,Villarreal,Manchester City,P. Gueye,D. Parejo,81,2025-10-21
3,Manchester City,Villarreal,R. Lewis,T. Reijnders,73,2025-10-21
3,Manchester City,Villarreal,J. Doku,O. Bobb,72,2025-10-21
3,Villarreal,Manchester City,S. Comesaña,A. Pérez,72,2025-10-21
3,Villarreal,Manchester City,G. Mikautadze,T. Oluwaseyi,66,2025-10-21
3,Villarreal,Manchester City,T. Buchanan,A. Moleiro,66,2025-10-21
3,Manchester City,Villarreal,N. González,M. Kovačić,57,2025-10-21
3,Villarreal,Manchester City,A. Pedraza,S. Cardona,46,2025-10-21
3,Athletic Club,Qarabağ FK,O. Sancet,M. Vesga,81,2025-10-22
3,Qarabağ FK,Athletic Club,M. Silva,Dani Bolt,79,2025-10-22
3,Qarabağ FK,Athletic Club,C. Durán,O. Kashchuk,67,2025-10-22
3,Qarabağ FK,Athletic Club,N. Akhundzade,T. Bayramov,67,2025-10-22
3,Athletic Club,Qarabağ FK,N. Williams,R. Navarro,65,2025-10-22
3,Athletic Club,Qarabağ FK,A. R. Mora,I. De Galarreta,65,2025-10-22
3,Athletic Club,Qarabağ FK,A. Gorosabel,J. Areso,65,2025-10-22
3,Qarabağ FK,Athletic Club,L. Andrade,E. Addai,56,2025-10-22
3,Qarabağ FK,Athletic Club,P. Bicalho,M. Jankovic,56,2025-10-22
3,Athletic Club,Qarabağ FK,I. Williams,Á. Berenguer,38,2025-10-22
3,Galatasaray,Bodø/Glimt,L. Torreira,B. Kutlu,88,2025-10-22
3,Bodø/Glimt,Galatasaray,H. Evjen,A. Klynge,88,2025-10-22
3,Bodø/Glimt,Galatasaray,F. A. Bjørkan,I. D. Määttä,81,2025-10-22
3,Galatasaray,Bodø/Glimt,Y. Akgün,K. Ayhan,73,2025-10-22
3,Galatasaray,Bodø/Glimt,V. Osimhen,M. Icardi,73,2025-10-22
3,Bodø/Glimt,Galatasaray,H. Aleesami,V. Nielsen,69,2025-10-22
3,Bodø/Glimt,Galatasaray,K. Høgh,A. Helmersen,69,2025-10-22
3,Bodø/Glimt,Galatasaray,S. Fet,D. Bassi,69,2025-10-22
3,Galatasaray,Bodø/Glimt,M. Lemina,G. Sara,65,2025-10-22
3,Galatasaray,Bodø/Glimt,B. A. Yılmaz,E. Elmalı,65,2025-10-22
3,AS Monaco,Tottenham Hotspur,F. Balogun,M. Biereth,83,2025-10-22
3,Tottenham Hotspur,AS Monaco,M. Kudus,D. Spence,79,2025-10-22
3,AS Monaco,Tottenham Hotspur,K. Ouattara,C. Mawissa,70,2025-10-22
3,AS Monaco,Tottenham Hotspur,A. Fati,T. Minamino,70,2025-10-22
3,Tottenham Hotspur,AS Monaco,Richarlison,R. K. Muani,70,2025-10-22
3,Tottenham Hotspur,AS Monaco,W. Odobert,B. Johnson,69,2025-10-22
3,Tottenham Hotspur,AS Monaco,R. Bentancur,P. M. Sarr,60,2025-10-22
3,Tottenham Hotspur,AS Monaco,L. Bergvall,X. Simons,60,2025-10-22
3,AS Monaco,Tottenham Hotspur,K. Diatta,A. Golovin,57,2025-10-22
3,Atalanta,SK Slavia Praha,C. De Ketelaere,L. Samardžić,90,2025-10-22
3,SK Slavia Praha,Atalanta,V. Kušej,E. Prekop,88,2025-10-22
3,SK Slavia Praha,Atalanta,T. Vlček,Y. Sanyang,88,2025-10-22
3,Atalanta,SK Slavia Praha,D. Zappacosta,R. Bellanova,74,2025-10-22
3,SK Slavia Praha,Atalanta,D. Moses,S. Chaloupek,68,2025-10-22
3,Atalanta,SK Slavia Praha,A. Lookman,K. Sulemana,62,2025-10-22
3,Atalanta,SK Slavia Praha,N. Krstović,G. Scamacca,62,2025-10-22
3,SK Slavia Praha,Atalanta,Y. Mbodji,M. Sadílek,61,2025-10-22
3,Atalanta,SK Slavia Praha,L. Bernasconi,N. Zalewski,46,2025-10-22
3,AFC Ajax,Chelsea,L. Rosa,A. Gaaei,84,2025-10-22
3,AFC Ajax,Chelsea,M. Godts,K. Fitz-Jim,84,2025-10-22
3,AFC Ajax,Chelsea,J. McConnell,Y. Regeer,79,2025-10-22
3,Chelsea,AFC Ajax,R. Lavia,R. Walsh,66,2025-10-22
3,Chelsea,AFC Ajax,M. Caicedo,J. Acheampong,49,2025-10-22
3,Chelsea,AFC Ajax,T. Adarabioyo,T. Chalobah,46,2025-10-22
3,Chelsea,AFC Ajax,M. Guiu,T. George,46,2025-10-22
3,Chelsea,AFC Ajax,E. Fernández,A. Santos,46,2025-10-22
3,AFC Ajax,Chelsea,W. Weghorst,D. Klaassen,46,2025-10-22
3,AFC Ajax,Chelsea,O. Gloukh,J. Mokio,23,2025-10-22
3,Eintracht Frankfurt,Liverpool,A. Knauff,E. Skhiri,76,2025-10-22
3,Liverpool,Eintracht Frankfurt,I. Konaté,J. Gomez,75,2025-10-22
3,Liverpool,Eintracht Frankfurt,H. Ekitiké,M. Salah,74,2025-10-22
3,Liverpool,Eintracht Frankfurt,C. Gakpo,A. Mac Allister,74,2025-10-22
3,Eintracht Frankfurt,Liverpool,M. Götze,F. Chaïbi,65,2025-10-22
3,Eintracht Frankfurt,Liverpool,R. Doan,C. Uzun,64,2025-10-22
3,Eintracht Frankfurt,Liverpool,R. Kristensen,N. Collins,59,2025-10-22
3,Eintracht Frankfurt,Liverpool,J. Bahoya,J. Burkardt,59,2025-10-22
3,Liverpool,Eintracht Frankfurt,A. Isak,F. Chiesa,46,2025-10-22
3,Liverpool,Eintracht Frankfurt,J. Frimpong,C. Bradley,19,2025-10-22
3,FC Bayern München,Club Brugge KV,D. Upamecano,M. Kim,81,2025-10-22
3,FC Bayern München,Club Brugge KV,L. Díaz,W. Mike,81,2025-10-22
3,Club Brugge KV,FC Bayern München,C. Tzolis,M. Diakhon,80,2025-10-22
3,FC Bayern München,Club Brugge KV,H. Kane,N. Jackson,69,2025-10-22
3,FC Bayern München,Club Brugge KV,R. Guerreiro,T. Bischof,69,2025-10-22
3,FC Bayern München,Club Brugge KV,L. Karl,L. Goretzka,69,2025-10-22
3,Club Brugge KV,FC Bayern München,N. Tresoldi,R. Vermant,66,2025-10-22
3,Club Brugge KV,FC Bayern München,L. Audoor,C. Sandra,66,2025-10-22
3,Club Brugge KV,FC Bayern München,C. Forbs,J. Spileers,46,2025-10-22
3,Club Brugge KV,FC Bayern München,K. Sabbe,H. Siquet,46,2025-10-22
3,Juventus,Real Madrid,A. Cambiaso,F. Kostić,88,2025-10-22
3,Real Madrid,Juventus,R. Asencio,G. García,88,2025-10-22
3,Real Madrid,Juventus,B. Díaz,F. Mastantuono,84,2025-10-22
3,Real Madrid,Juventus,Vinícius Jr.,F. Garcia,84,2025-10-22
3,Juventus,Real Madrid,D. Vlahović,J. David,75,2025-10-22
3,Juventus,Real Madrid,K. Yıldız,L. Openda,74,2025-10-22
3,Juventus,Real Madrid,T. Koopmeiners,M. Locatelli,74,2025-10-22
3,Real Madrid,Juventus,A. Güler,E. Camavinga,74,2025-10-22
3,Juventus,Real Madrid,K. Thuram,F. Conceição,62,2025-10-22
3,Sporting CP,Olympique de Marseille,M. Araújo,M. Reis,90,2025-10-22
3,Olympique de Marseille,Sporting CP,P. Aubameyang,R. Vaz,82,2025-10-22
3,Sporting CP,Olympique de Marseille,I. Fresneda,A. Santos,80,2025-10-22
3,Sporting CP,Olympique de Marseille,Z. Debast,O. Diomande,80,2025-10-22
3,Olympique de Marseille,Sporting CP,I. Paixão,A. Gomes,67,2025-10-22
3,Olympique de Marseille,Sporting CP,T. Weah,U. Garcia,67,2025-10-22
3,Sporting CP,Olympique de Marseille,G. Quenda,G. Catamo,64,2025-10-22
3,Sporting CP,Olympique de Marseille,J. Simões,F. Ioannidis,64,2025-10-22
3,Olympique de Marseille,Sporting CP,M. Greenwood,A. Murillo,46,2025-10-22
3,Olympique de Marseille,Sporting CP,A. Vermeeren,M. O'Riley,46,2025-10-22
4,Eintracht Frankfurt,Napoli,N. Brown,A. Amenda,90,2025-11-04
4,Eintracht Frankfurt,Napoli,F. Chaïbi,M. Dahoud,90,2025-11-04
4,Eintracht Frankfurt,Napoli,H. Larsson,E. Skhiri,79,2025-11-04
4,Napoli,Eintracht Frankfurt,S. Lobotka,N. Lang,73,2025-11-04
4,Napoli,Eintracht Frankfurt,M. Politano,D. Neres,65,2025-11-04
4,Eintracht Frankfurt,Napoli,J. Bahoya,A. Knauff,65,2025-11-04
4,Arsenal,SK Slavia Praha,D. Rice,A. Annous,81,2025-11-04
4,SK Slavia Praha,Arsenal,Y. Sanyang,V. Kušej,74,2025-11-04
4,SK Slavia Praha,Arsenal,D. Moses,D. Hashioka,74,2025-11-04
4,Arsenal,SK Slavia Praha,J. Timber,B. White,73,2025-11-04
4,Arsenal,SK Slavia Praha,P. Hincapié,M. Lewis-Skelly,73,2025-11-04
4,Arsenal,SK Slavia Praha,L. Trossard,M. Dowman,72,2025-11-04
4,SK Slavia Praha,Arsenal,T. Vlček,D. Doudera,70,2025-11-04
4,SK Slavia Praha,Arsenal,C. Zafeiris,M. Cham-Saračević,70,2025-11-04
4,Arsenal,SK Slavia Praha,E. Nwaneri,E. Eze,65,2025-11-04
4,SK Slavia Praha,Arsenal,T. Chorý,M. Chytil,49,2025-11-04
4,Atlético Madrid,Royale Union Saint-Gilloise,G. Simeone,M. Llorente,88,2025-11-04
4,Royale Union Saint-Gilloise,Atlético Madrid,A. Khalaili,L. Patris,85,2025-11-04
4,Royale Union Saint-Gilloise,Atlético Madrid,K. V. D. Perre,M. Rasmussen,74,2025-11-04
4,Royale Union Saint-Gilloise,Atlético Madrid,K. Rodríguez,M. Giger,74,2025-11-04
4,Royale Union Saint-Gilloise,Atlético Madrid,A. A. E. Hadj,S. Boufal,74,2025-11-04
4,Atlético Madrid,Royale Union Saint-Gilloise,A. Baena,C. Gallagher,62,2025-11-04
4,Atlético Madrid,Royale Union Saint-Gilloise,Koke,T. Almada,62,2025-11-04
4,Atlético Madrid,Royale Union Saint-Gilloise,A. Griezmann,A. Sorloth,62,2025-11-04
4,Royale Union Saint-Gilloise,Atlético Madrid,R. Schoofs,P. David,60,2025-11-04
4,Atlético Madrid,Royale Union Saint-Gilloise,R. Le Normand,J. Gimenez,26,2025-11-04
4,Bodø/Glimt,AS Monaco,J. P. Hauge,V. Nielsen,86,2025-11-04
4,Bodø/Glimt,AS Monaco,F. A. Bjørkan,I. D. Määttä,86,2025-11-04
4,Bodø/Glimt,AS Monaco,K. Høgh,A. Helmersen,73,2025-11-04
4,Bodø/Glimt,AS Monaco,S. Fet,O. D. Blomberg,73,2025-11-04
4,AS Monaco,Bodø/Glimt,M. Akliouche,M. Biereth,73,2025-11-04
4,AS Monaco,Bodø/Glimt,T. Minamino,P. Cabral,64,2025-11-04
4,Bodø/Glimt,AS Monaco,B. Moe,J. Gundersen,46,2025-11-04
4,Juventus,Sporting CP,K. Yıldız,J. David,87,2025-11-04
4,Juventus,Sporting CP,M. Locatelli,F. Miretti,83,2025-11-04
4,Juventus,Sporting CP,D. Vlahović,V. Adžić,83,2025-11-04
4,Sporting CP,Juventus,J. Simões,H. Morita,82,2025-11-04
4,Sporting CP,Juventus,P. Gonçalves,A. Santos,82,2025-11-04
4,Juventus,Sporting CP,F. Conceição,E. Zhegrova,72,2025-11-04
4,Juventus,Sporting CP,K. Thuram,F. Kostić,72,2025-11-04
4,Sporting CP,Juventus,F. Ioannidis,L. J. Suárez ,72,2025-11-04
4,Sporting CP,Juventus,G. Vagiannidis,E. Quaresma,67,2025-11-04
4,Sporting CP,Juventus,G. Quenda,G. Catamo,67,2025-11-04
4,Real Madrid,Liverpool,F. Valverde,B. Díaz,90,2025-11-04
4,Liverpool,Real Madrid,F. Wirtz,F. Chiesa,88,2025-11-04
4,Liverpool,Real Madrid,A. Robertson,M. Kerkez,88,2025-11-04
4,Real Madrid,Liverpool,A. Güler,T. Alexander-Arnold,81,2025-11-04
4,Liverpool,Real Madrid,H. Ekitiké,C. Gakpo,79,2025-11-04
4,Liverpool,Real Madrid,A. Mac Allister,C. Jones,79,2025-11-04
4,Real Madrid,Liverpool,E. Camavinga,Rodrygo,69,2025-11-04
4,PSV Eindhoven,Olympiacos FC,I. Saibari,M. Boadu,84,2025-11-04
4,Olympiacos FC,PSV Eindhoven,D. Podence,Costinha,84,2025-11-04
4,Olympiacos FC,PSV Eindhoven,A. E. Kaabi,L. Scipioni,83,2025-11-04
4,Olympiacos FC,PSV Eindhoven,Chiquinho,M. Taremi,74,2025-11-04
4,PSV Eindhoven,Olympiacos FC,I. Perisic,E. Bajraktarević,68,2025-11-04
4,PSV Eindhoven,Olympiacos FC,A. Salah-Eddine,P. Wanner,67,2025-11-04
4,Olympiacos FC,PSV Eindhoven,D. García,D. Nascimento,63,2025-11-04
4,PSV Eindhoven,Olympiacos FC,D. Man,C. Driouech,58,2025-11-04
4,PSV Eindhoven,Olympiacos FC,G. Til,R. Pepi,58,2025-11-04
4,FC Bayern München,Paris Saint-Germain,H. Kane,L. Goretzka,88,2025-11-04
4,FC Bayern München,Paris Saint-Germain,M. Olise,M. Kim,81,2025-11-04
4,Paris Saint-Germain,FC Bayern München,F. Ruiz,J. Neves,66,2025-11-04
4,Paris Saint-Germain,FC Bayern München,B. Barcola,G. Ramos,66,2025-11-04
4,FC Bayern München,Paris Saint-Germain,S. Gnabry,T. Bischof,46,2025-11-04
4,Paris Saint-Germain,FC Bayern München,A. Hakimi,S. Mayulu,45,2025-11-04
4,Paris Saint-Germain,FC Bayern München,O. Dembélé,K. Lee,25,2025-11-04
4,Tottenham Hotspur,FC København,W. Odobert,D. Scarlett,80,2025-11-04
4,FC København,Tottenham Hotspur,E. Achouri,Robert,76,2025-11-04
4,Tottenham Hotspur,FC København,C. Romero,K. Danso,73,2025-11-04
4,Tottenham Hotspur,FC København,D. Udogie,D. Spence,73,2025-11-04
4,Tottenham Hotspur,FC København,R. K. Muani,Richarlison,72,2025-11-04
4,FC København,Tottenham Hotspur,G. Pereira,M. Garananga,72,2025-11-04
4,FC København,Tottenham Hotspur,M. Elyounoussi,A. Cornelius,72,2025-11-04
4,FC København,Tottenham Hotspur,Y. Moukoko,V. Claesson,72,2025-11-04
4,Tottenham Hotspur,FC København,X. Simons,J. Palhinha,61,2025-11-04
4,FC København,Tottenham Hotspur,J. Larsson,V. B. Dadason,46,2025-11-04
4,Pafos FC,Villarreal,D. Quina,B. Langa,87,2025-11-05
4,Pafos FC,Villarreal,M. Orsic,Jajá,78,2025-11-05
4,Pafos FC,Villarreal,Pêpê,A. Silva,78,2025-11-05
4,Pafos FC,Villarreal,K. Sema,K. Pileas,72,2025-11-05
4,Villarreal,Pafos FC,S. Cardona,A. Pedraza,63,2025-11-05
4,Villarreal,Pafos FC,A. Perez,G. Moreno,63,2025-11-05
4,Villarreal,Pafos FC,D. Parejo,S. Comesaña,63,2025-11-05
4,Villarreal,Pafos FC,A. Moleiro,M. Solomon,56,2025-11-05
4,Villarreal,Pafos FC,G. Mikautadze,T. Oluwaseyi,56,2025-11-05
4,Qarabağ FK,Chelsea,A. Zoubir,O. Kashchuk,75,2025-11-05
4,Qarabağ FK,Chelsea,E. Cafarquliyev,Dani Bolt,75,2025-11-05
4,Chelsea,Qarabağ FK,J. Pedro,F. Buonanotte,71,2025-11-05
4,Qarabağ FK,Chelsea,C. Durán,N. Akhundzade,61,2025-11-05
4,Qarabağ FK,Chelsea,L. Andrade,T. Bayramov,61,2025-11-05
4,Chelsea,Qarabağ FK,T. George,L. Delap,46,2025-11-05
4,Chelsea,Qarabağ FK,J. Gittens,A. Garnacho,46,2025-11-05
4,Chelsea,Qarabağ FK,A. Santos,E. Fernández,46,2025-11-05
4,Qarabağ FK,Chelsea,K. Borges,E. Addai,31,2025-11-05
4,Chelsea,Qarabağ FK,R. Lavia,M. Caicedo,8,2025-11-05
4,Galatasaray,AFC Ajax,L. Torreira,B. Kutlu,89,2025-11-05
4,Galatasaray,AFC Ajax,M. Lemina,K. Ayhan,86,2025-11-05
4,Galatasaray,AFC Ajax,I. Jakobs,E. Elmalı,86,2025-11-05
4,Galatasaray,AFC Ajax,V. Osimhen,M. Icardi,81,2025-11-05
4,AFC Ajax,Galatasaray,J. Mokio,J. McConnell,78,2025-11-05
4,AFC Ajax,Galatasaray,M. Godts,R. Bounida,71,2025-11-05
4,AFC Ajax,Galatasaray,Y. Regeer,K. Fitz-Jim,71,2025-11-05
4,AFC Ajax,Galatasaray,O. Wijndal,G. Alders,46,2025-11-05
4,Galatasaray,AFC Ajax,G. Sara,B. A. Yılmaz,46,2025-11-05
4,Bayer 04 Leverkusen,Benfica,E. Poku,E. Ben Seghir,88,2025-11-05
4,Benfica,Bayer 04 Leverkusen,G. Sudakov,G. Prestianni,69,2025-11-05
4,Benfica,Bayer 04 Leverkusen,L. Barreiro,A. Dedić,69,2025-11-05
4,Benfica,Bayer 04 Leverkusen,S. Dahl,A. Schjelderup,69,2025-11-05
4,Bayer 04 Leverkusen,Benfica,C. Echeverri,M. Tillman,57,2025-11-05
4,Bayer 04 Leverkusen,Benfica,C. Kofane,P. Schick,57,2025-11-05
4,FC Barcelona,Club Brugge KV,E. García,P. Cubarsí,90,2025-11-05
4,FC Barcelona,Club Brugge KV,A. Balde,G. Martín,90,2025-11-05
4,Club Brugge KV,FC Barcelona,L. Audoor,H. Vetlesen,87,2025-11-05
4,Club Brugge KV,FC Barcelona,R. Onyedika,L. Audoor,84,2025-11-05
4,FC Barcelona,Club Brugge KV,M. Rashford,R. Bardghji,83,2025-11-05
4,Club Brugge KV,FC Barcelona,N. Tresoldi,R. Vermant,78,2025-11-05
4,Club Brugge KV,FC Barcelona,C. Forbs,M. Diakhon,78,2025-11-05
4,FC Barcelona,Club Brugge KV,F. Torres,R. Lewandowski,58,2025-11-05
4,FC Barcelona,Club Brugge KV,M. Casadó,D. Olmo,58,2025-11-05
4,Inter,Kairat Almaty,Y. Bisseck,M. Akanji,81,2025-11-05
4,Kairat Almaty,Inter,D. Kasabulat,A. Sadybekov,76,2025-11-05
4,Kairat Almaty,Inter,J. G. C. Monteiro,G. Zaria,76,2025-11-05
4,Inter,Kairat Almaty,N. Barella,H. Çalhanoğlu,71,2025-11-05
4,Inter,Kairat Almaty,F. P. Esposito,M. Thuram,71,2025-11-05
4,Kairat Almaty,Inter,O. Arad,O. Baibek,71,2025-11-05
4,Kairat Almaty,Inter,Edmilson,Ricardinho,71,2025-11-05
4,Inter,Kairat Almaty,D. Frattesi,P. Sučić,63,2025-11-05
4,Inter,Kairat Almaty,L. Martínez,A. Bonny,46,2025-11-05
4,Kairat Almaty,Inter,V. Gromyko,E. Tapalov,46,2025-11-05
4,Manchester City,Borussia Dortmund,N. O’Reilly,R. Aït-Nouri,86,2025-11-05
4,Manchester City,Borussia Dortmund,E. Haaland,O. Marmoush,86,2025-11-05
4,Borussia Dortmund,Manchester City,K. Adeyemi,F. Silva,81,2025-11-05
4,Manchester City,Borussia Dortmund,T. Reijnders,R. Dias,79,2025-11-05
4,Manchester City,Borussia Dortmund,J. Doku,R. Cherki,79,2025-11-05
4,Manchester City,Borussia Dortmund,Savinho,B. Silva,79,2025-11-05
4,Borussia Dortmund,Manchester City,M. Beier,C. Chukwuemeka,67,2025-11-05
4,Borussia Dortmund,Manchester City,R. Bensebaini,E. Can,67,2025-11-05
4,Borussia Dortmund,Manchester City,S. Guirassy,J. Bellingham,67,2025-11-05
4,Borussia Dortmund,Manchester City,M. Sabitzer,P. Gross,67,2025-11-05
4,Newcastle United,Athletic Club,N. Woltemade,J. Ramsey,83,2025-11-05
4,Athletic Club,Newcastle United,A. R. Mora,I. De Galarreta,80,2025-11-05
4,Athletic Club,Newcastle United,J. Areso,A. Gorosabel,78,2025-11-05
4,Athletic Club,Newcastle United,U. Gómez,A. Hierro,78,2025-11-05
4,Athletic Club,Newcastle United,R. Navarro,N. Serrano,69,2025-11-05
4,Athletic Club,Newcastle United,M. Jauregizar,S. Sánchez,69,2025-11-05
4,Newcastle United,Athletic Club,B. Guimarães,L. Miley,66,2025-11-05
4,Newcastle United,Athletic Club,H. Barnes,A. Elanga,66,2025-11-05
4,Newcastle United,Athletic Club,D. Burn,L. Hall,65,2025-11-05
4,Newcastle United,Athletic Club,A. Gordon,J. Murphy,41,2025-11-05
4,Olympique de Marseille,Atalanta,U. Garcia,T. Mmadi,90,2025-11-05
4,Atalanta,Olympique de Marseille,N. Krstović,G. Scamacca,85,2025-11-05
4,Atalanta,Olympique de Marseille,C. De Ketelaere,L. Samardžić,85,2025-11-05
4,Olympique de Marseille,Atalanta,C. Egan-Riley,A. Gomes,79,2025-11-05
4,Atalanta,Olympique de Marseille,A. Lookman,Y. Musah,75,2025-11-05
4,Olympique de Marseille,Atalanta,I. Paixão,R. Vaz,71,2025-11-05
4,Atalanta,Olympique de Marseille,O. Kossounou,I. Hien,55,2025-11-05
